,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,XAVG,YAVG,ZAVG,XPEAK,YPEAK,ZPEAK,XABSOLDEV,YABSOLDEV,ZABSOLDEV,XSTANDDEV,YSTANDDEV,ZSTANDDEV,XVAR,YVAR,ZVAR,XMFCC0,XMFCC1,XMFCC2,XMFCC3,XMFCC4,XMFCC5,XMFCC6,XMFCC7,XMFCC8,XMFCC9,XMFCC10,XMFCC11,XMFCC12,YMFCC0,YMFCC1,YMFCC2,YMFCC3,YMFCC4,YMFCC5,YMFCC6,YMFCC7,YMFCC8,YMFCC9,YMFCC10,YMFCC11,YMFCC12,ZMFCC0,ZMFCC1,ZMFCC2,ZMFCC3,ZMFCC4,ZMFCC5,ZMFCC6,ZMFCC7,ZMFCC8,ZMFCC9,ZMFCC10,ZMFCC11,ZMFCC12,XYCOS,XZCOS,YZCOS,XYCOR,XZCOR,YZCOR,RESULTANT
10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1583973932591838,-0.1308013220355459,0.8537580991441143,0.20554469273743015,0.193,0.239506,0.003917731465211424,0.0018080111577465521,0.0028889239068974146,0.0050383,0.00241925,0.00281926,0.070981,0.0491858,0.0530967,0.115206,0.162839,0.162577,0.162141,0.161532,0.16075,0.159795,0.15867,0.157374,0.15591,0.154279,0.152483,0.150524,0.0862654,0.121932,0.121736,0.12141,0.120954,0.120368,0.119653,0.118811,0.117841,0.116744,0.115523,0.114178,0.112711,0.328058,0.463696,0.462951,0.461711,0.459976,0.457748,0.45503,0.451825,0.448136,0.443967,0.439323,0.434209,0.428629,0.999315,-0.999207,-0.999737,0.319112,0.391836,0.299815,0.3976821320757161
11,0.46,0.215,0.12,0.15,0.035,0.0,0.01,0.0,0.005,0.005,0.15,0.06,0.125,0.115,0.095,0.075,0.075,0.12,0.06,0.125,0.38,0.275,0.155,0.1,0.02,0.035,0.01,0.01,0.01,0.005,-0.14464296238917565,0.5638441099752118,-0.09559743523091585,0.19014022346368714,0.22674399999999997,0.23773600000000003,0.25121509704199296,0.4402636930055528,0.3451757028577785,0.361075,0.556424,0.36369,0.600895,0.745939,0.603067,0.507513,0.717347,0.716195,0.714276,0.711591,0.708145,0.703941,0.698982,0.693276,0.686826,0.679642,0.671729,0.663098,0.543262,0.767878,0.766644,0.76459,0.761716,0.758027,0.753527,0.748219,0.74211,0.735207,0.727516,0.719046,0.709807,0.506729,0.716239,0.715088,0.713172,0.710492,0.707051,0.702853,0.697902,0.692204,0.685765,0.678592,0.670691,0.662073,-0.363134,0.328789,-0.275587,-0.213928,0.288353,-0.203954,0.48476996229739705
12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49003696250705153,-0.45683213712878507,-0.5496529282076462,0.25344078212290505,0.1820755,0.2226193333333333,0.001938432872933672,0.001578860241403582,0.002799658883399301,0.00274119,0.0021655,0.00261649,0.0523564,0.0465349,0.0511517,0.268493,0.379503,0.378893,0.377878,0.376458,0.374635,0.37241,0.369787,0.366768,0.363356,0.359555,0.355369,0.350803,0.263411,0.372319,0.371721,0.370725,0.369332,0.367543,0.365361,0.362788,0.359826,0.356478,0.352749,0.348643,0.344163,0.265069,0.374663,0.374061,0.373059,0.371657,0.369857,0.367661,0.365071,0.362091,0.358722,0.35497,0.350837,0.346329,-0.999956,-0.999943,0.99996,0.199329,0.326231,-0.128937,0.42813184250417835
13,0.04,0.935,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.07,0.0,0.0,0.0,0.0,0.15,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11896286067913346,0.7750384783630089,0.07691563411605003,0.2611731843575419,0.2166665,0.272222,0.02629927525180524,0.014736567689460101,0.05480575819653137,0.0435798,0.0237455,0.0501443,0.208758,0.154096,0.223929,0.205552,0.290538,0.290072,0.289294,0.288207,0.286811,0.285108,0.2831,0.280789,0.278177,0.275267,0.272062,0.268566,0.346219,0.489365,0.488579,0.487269,0.485438,0.483087,0.480219,0.476836,0.472943,0.468544,0.463643,0.458245,0.452356,0.179892,0.25427,0.253861,0.253181,0.252229,0.251008,0.249517,0.24776,0.245737,0.243451,0.240905,0.2381,0.23504,-0.922603,-0.63158,0.742402,-0.468613,0.20314,-0.215202,0.42100592099296474
14,0.02,0.02,0.015,0.015,0.105,0.42,0.235,0.09,0.045,0.035,0.5,0.35,0.12,0.02,0.005,0.005,0.0,0.0,0.0,0.0,0.305,0.335,0.205,0.075,0.03,0.015,0.01,0.01,0.005,0.01,0.8030378297367158,-0.31960371336454807,-0.13417285234285492,0.3544597765363129,0.3267855,0.377778,0.18888277380297194,0.24917229333402852,0.37134713248857537,0.349849,0.389755,0.529191,0.59148,0.624304,0.727455,0.499022,0.705346,0.704213,0.702326,0.699686,0.696298,0.692164,0.687288,0.681677,0.675336,0.668271,0.660491,0.652004,0.47957,0.677852,0.676763,0.674949,0.672413,0.669156,0.665183,0.660498,0.655105,0.649011,0.642222,0.634745,0.626589,0.555226,0.784787,0.783526,0.781427,0.77849,0.77472,0.77012,0.764696,0.758452,0.751397,0.743537,0.73488,0.725437,-0.554342,0.0887414,0.228684,-0.100624,0.555005,0.152772,0.5681907501220044
15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7829543062583671,-0.2284059426793902,0.09822757511865908,0.18686201117318438,0.17193000000000003,0.24528333333333333,0.0034254066347945444,0.005723141896295524,0.0058623205198320375,0.00538099,0.00874991,0.00596098,0.0733552,0.093541,0.0772074,0.336382,0.475462,0.474698,0.473426,0.471647,0.469362,0.466576,0.463289,0.459507,0.455232,0.45047,0.445226,0.439505,0.167887,0.237301,0.23692,0.236285,0.235397,0.234257,0.232866,0.231226,0.229338,0.227204,0.224828,0.22221,0.219355,0.0331142,0.0468054,0.0467303,0.046605,0.0464299,0.046205,0.0459307,0.0456072,0.0452348,0.044814,0.0443452,0.043829,0.0432658,-0.999027,0.996636,-0.996434,-0.0610493,0.0965676,-0.21849,0.4220113237370923
16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4648898281538112,-0.5629676133694085,-0.40042457326054925,0.2346368715083799,0.2144445,0.20312533333333335,0.0016047768398856847,0.0017207630543027712,0.0019350395343016842,0.00224721,0.00240389,0.00197292,0.0474047,0.0490295,0.0444175,0.259708,0.367086,0.366496,0.365514,0.36414,0.362377,0.360225,0.357688,0.354768,0.351467,0.347791,0.343742,0.339325,0.293218,0.41445,0.413785,0.412676,0.411125,0.409134,0.406705,0.40384,0.400543,0.396817,0.392666,0.388094,0.383107,0.219976,0.310926,0.310426,0.309594,0.308431,0.306937,0.305115,0.302966,0.300492,0.297697,0.294583,0.291153,0.287412,-0.999958,-0.999945,0.999962,0.46988,0.413326,-0.108654,0.4233350176420541
17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43966775842181044,-0.289512823420767,-0.7865243720455573,0.21298882681564246,0.2285715,0.24402533333333334,0.0024003885658207954,0.00307371151489872,0.002649094835976678,0.00318788,0.00398379,0.00252688,0.0564613,0.0631173,0.0502681,0.253328,0.358068,0.357493,0.356535,0.355195,0.353474,0.351376,0.348901,0.346052,0.342833,0.339247,0.335297,0.330989,0.196318,0.277487,0.277041,0.276298,0.27526,0.273927,0.272301,0.270383,0.268175,0.26568,0.262901,0.259841,0.256502,0.316993,0.448055,0.447335,0.446137,0.44446,0.442307,0.439681,0.436584,0.43302,0.428992,0.424504,0.419562,0.414171,0.999814,0.999942,0.999851,-0.179787,-0.290474,-0.226812,0.44628998613684356
18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.725,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5786358393183407,-0.5777181925700307,-0.07088188006046077,0.248736312849162,0.2041665,0.29147266666666666,0.05128604677377645,0.04076142495894053,0.07249997682631788,0.0688516,0.0576641,0.074485,0.262396,0.240134,0.272919,0.337699,0.477323,0.476557,0.47528,0.473493,0.4712,0.468403,0.465103,0.461306,0.457015,0.452234,0.446969,0.441226,0.334909,0.473379,0.472619,0.471352,0.469581,0.467307,0.464532,0.46126,0.457494,0.453238,0.448497,0.443276,0.43758,0.274215,0.38759,0.386968,0.385931,0.38448,0.382618,0.380347,0.377668,0.374584,0.3711,0.367218,0.362942,0.358279,0.976397,0.552028,0.569371,-0.458327,-0.132058,0.00217989,0.4338433765639238
19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5784320824457561,-0.3674967192132592,-0.5145163619559252,0.3790899441340782,0.2375,0.3233333333333333,0.006809649163522555,0.0053625550718214765,0.004316079754544359,0.00774991,0.00647977,0.00370516,0.0880336,0.080497,0.06087,0.292389,0.413279,0.412615,0.411509,0.409962,0.407977,0.405555,0.402698,0.39941,0.395695,0.391556,0.386997,0.382024,0.230725,0.326119,0.325595,0.324723,0.323502,0.321936,0.320024,0.31777,0.315176,0.312244,0.308978,0.30538,0.301456,0.255059,0.360515,0.359936,0.358971,0.357622,0.35589,0.353777,0.351286,0.348417,0.345176,0.341566,0.337589,0.333251,-0.999388,-0.999692,0.999883,0.872823,0.849232,0.683487,0.42394223252961577
20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25654000623058204,-0.5654634415047874,-0.6301456642501612,0.23178435754189947,0.168421,0.20765,0.0025313538137138538,0.0016118316431606664,0.002709976733623159,0.00337478,0.00243238,0.00259069,0.0580929,0.0493192,0.0508988,0.173912,0.245817,0.245422,0.244764,0.243844,0.242663,0.241223,0.239523,0.237568,0.235358,0.232896,0.230185,0.227227,0.294228,0.415879,0.41521,0.414098,0.412542,0.410544,0.408106,0.405232,0.401923,0.398184,0.394019,0.389432,0.384428,0.284734,0.402459,0.401812,0.400735,0.399229,0.397296,0.394937,0.392155,0.388954,0.385335,0.381304,0.376865,0.372023,-0.999859,-0.999842,0.999958,0.0742581,0.224864,-0.504821,0.433713814354629
21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35082723606328253,-0.30418482575377087,-0.7694750117937017,0.30561955307262567,0.2625,0.3283333333333333,0.002261439815398081,0.0014899045856252768,0.0018962745988635626,0.00355238,0.00209899,0.00198362,0.0596018,0.0458147,0.0445378,0.218401,0.3087,0.308204,0.307378,0.306223,0.30474,0.30293,0.300797,0.298341,0.295565,0.292474,0.289069,0.285354,0.20346,0.287581,0.287119,0.28635,0.285274,0.283892,0.282207,0.280219,0.277931,0.275346,0.272465,0.269293,0.265833,0.313673,0.443364,0.442651,0.441465,0.439806,0.437676,0.435077,0.432013,0.428486,0.4245,0.420059,0.415169,0.409834,-0.999937,-0.99989,0.99995,-0.424912,0.727546,-0.458691,0.42170296567897075
22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5010600409197686,0.2572979278388931,0.6018609979878501,0.21675977653631284,0.1763635,0.259864,0.0011794961905961768,0.0013771670272947677,0.002092490800048201,0.0015978,0.0019205,0.00196837,0.0399725,0.0438235,0.0443663,0.270769,0.38272,0.382105,0.381081,0.379649,0.377811,0.375567,0.372922,0.369877,0.366437,0.362603,0.358382,0.353777,0.181031,0.255879,0.255468,0.254783,0.253826,0.252597,0.251097,0.249328,0.247293,0.244992,0.24243,0.239607,0.236528,0.277919,0.392826,0.392195,0.391144,0.389674,0.387787,0.385484,0.382769,0.379644,0.376112,0.372178,0.367845,0.363118,0.999948,0.99998,0.999953,-0.265967,-0.175103,-0.0243303,0.3971967056648917
23,0.895,0.09,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.105,0.805,0.07,0.01,0.0,0.005,0.005,0.095,0.665,0.205,0.025,0.005,0.0,0.0,0.0,0.0,-0.3064048699576489,0.7141738087908884,0.16323349603827897,0.22462737430167598,0.19,0.259722,0.060536764559614355,0.051865663859850364,0.10034667828440595,0.0903785,0.0991986,0.107099,0.30063,0.314958,0.327259,0.337197,0.476613,0.475847,0.474572,0.472789,0.470499,0.467705,0.464411,0.460619,0.456334,0.451561,0.446304,0.440569,0.38579,0.545297,0.544421,0.542962,0.540922,0.538302,0.535106,0.531337,0.526999,0.522097,0.516635,0.510621,0.504059,0.345144,0.487846,0.487062,0.485757,0.483931,0.481588,0.478728,0.475356,0.471475,0.467089,0.462203,0.456822,0.450952,-0.922689,-0.636676,0.737318,0.17449,0.303285,0.0077944,0.4275047614111916
24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.563327972787512,0.017559256679033748,0.6829159807064668,0.18274804469273742,0.175926,0.21333333333333335,0.0017361863524543966,0.0014768893871060244,0.0025038514659671304,0.00261446,0.00221846,0.00272068,0.0511318,0.0471005,0.0521601,0.288171,0.407317,0.406663,0.405573,0.404049,0.402092,0.399704,0.396889,0.393649,0.389987,0.385907,0.381415,0.376513,-0.160438,-0.226772,-0.226408,-0.225801,-0.224953,-0.223863,-0.222534,-0.220967,-0.219163,-0.217124,-0.214853,-0.212351,-0.209623,0.296398,0.418946,0.418273,0.417152,0.415584,0.413572,0.411116,0.40822,0.404888,0.401121,0.396925,0.392304,0.387263,0.989764,0.999968,0.989535,0.116266,-0.0629829,-0.176662,0.4212253130007039
25,0.09,0.175,0.585,0.095,0.03,0.02,0.005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.705,0.115,0.17,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.06360152901851493,-0.6828742932132268,-0.3109994319768169,0.4379888268156425,0.29193549999999996,0.42988533333333334,0.13501468725756077,0.05806427435543158,0.20461063579314245,0.217187,0.0891863,0.215318,0.466033,0.298641,0.464023,0.368367,0.52067,0.519834,0.518441,0.516492,0.513991,0.510939,0.50734,0.503198,0.498517,0.493302,0.487559,0.481294,0.358719,0.507033,0.506219,0.504862,0.502965,0.500529,0.497557,0.494053,0.490019,0.485461,0.480382,0.47479,0.468689,0.375789,0.531161,0.530308,0.528887,0.526899,0.524347,0.521234,0.517563,0.513337,0.508562,0.503242,0.497383,0.490992,-0.207372,-0.46333,0.702781,0.200556,-0.434704,-0.166242,0.4289467888006426
26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7867633810169321,0.040740890753851886,-0.1830584678778076,0.21662290502793297,0.2238635,0.30317466666666665,0.0007964538395740364,0.000674131233869496,0.002425858121448633,0.00114419,0.000978592,0.00243333,0.0338258,0.0312825,0.0493288,0.336124,0.475096,0.474333,0.473062,0.471284,0.469001,0.466217,0.462933,0.459153,0.454882,0.450124,0.444883,0.439167,-0.0803345,-0.113549,-0.113367,-0.113063,-0.112638,-0.112093,-0.111427,-0.110642,-0.109739,-0.108718,-0.107581,-0.106328,-0.104962,0.104861,0.148217,0.147979,0.147582,0.147028,0.146316,0.145447,0.144423,0.143243,0.141911,0.140426,0.138792,0.137008,-0.999617,0.999832,-0.999217,0.0747816,-0.0902789,0.483113,0.4124021265477285
